site,country,line_type,output_good,_rescued_data,noise_offset,ideal_cycle_time_hours,units_per_cycle,id,t,date,planned_time_hours,unplanned_downtime_hours,actual_operating_time_hours,ideal_cycle_time_unit,max_possible_units,performance_factor,total_units,defect_rate,defective_units,availability,performance,quality,oee
Jiaxing,China,Molding lines,Icons,5,0.9828871479195915,12,510,37,1.0845355009598099,2024-10-08,16,3.0236,12.976399898529053,0.023529411764705882,551,0.8627144613261004,475,0.02040031,9,0.8110249936580658,0.8612920899195013,0.9810526315789474,0.6852941176470588
Jiaxing,China,Molding lines,Icons,5,0.9828871479195915,12,510,44,1.103766269044336,2024-10-15,16,2.9322653,13.067734718322754,0.023529411764705882,555,0.8854717394237619,491,0.019905657,9,0.8167334198951721,0.8840813978471557,0.9816700610997964,0.7088235294117647
Jiaxing,China,Molding lines,Icons,2,0.9828871479195915,12,510,1,0.9856344007359259,2024-09-02,16,2.99534,13.00465989112854,0.023529411764705882,552,0.9808549116828255,541,0.019975806,10,0.8127912431955338,0.9788346539834982,0.9815157116451017,0.7808823529411764
Jiaxing,China,Molding lines,Icons,9,0.9828871479195915,12,510,8,1.0048651704502665,2024-09-09,16,3.0058377,12.994162321090698,0.023529411764705882,552,0.9226816328990557,509,0.02003971,10,0.8121351450681686,0.9216808511616329,0.9803536345776032,0.7338235294117648
Jiaxing,China,Molding lines,Icons,5,0.9828871479195915,12,510,15,1.0240959403974377,2024-09-16,16,3.0493135,12.95068645477295,0.023529411764705882,550,0.9742182033726204,535,0.020348448,10,0.8094179034233093,0.9720129769243451,0.9813084112149533,0.7720588235294118
Jiaxing,China,Molding lines,Icons,7,0.9828871479195915,12,510,22,1.0433267084819637,2024-09-23,16,3.102528,12.897471904754639,0.023529411764705882,548,0.8498561832469385,465,0.020748436,9,0.8060919940471649,0.8483194653484597,0.9806451612903225,0.6705882352941176
Jiaxing,China,Molding lines,Icons,4,0.9828871479195915,12,510,29,1.06255748029178,2024-09-30,16,3.102871,12.89712905883789,0.023529411764705882,548,0.8919806595999117,488,0.020821612,10,0.8060705661773682,0.8903030192838204,0.9795081967213115,0.7029411764705883
Jiaxing,China,Molding lines,Icons,6,0.9828871479195915,12,510,36,1.0817882483763062,2024-10-07,16,3.0362847,12.963715314865112,0.023529411764705882,550,0.9447143990392953,519,0.020470116,10,0.8102322071790695,0.941995748076902,0.9807321772639692,0.7485294117647059
Jiaxing,China,Molding lines,Icons,9,0.9828871479195915,12,510,43,1.1010190164608322,2024-10-14,16,2.9451616,13.054838418960571,0.023529411764705882,554,0.9531388683138476,528,0.019974133,10,0.8159274011850357,0.9516417601707758,0.9810606060606061,0.761764705882353
Jiaxing,China,Molding lines,Icons,8,0.9828871479195915,12,510,0,0.9828871479195915,2024-09-01,16,2.9991126,13.000887393951416,0.023529411764705882,552,0.8560327385834607,472,0.020003848,9,0.8125554621219635,0.8542403311721721,0.9809322033898306,0.6808823529411765
Jiaxing,China,Molding lines,Icons,2,0.9828871479195915,12,510,7,1.0021179178667627,2024-09-08,16,3.0024383,12.997561693191528,0.023529411764705882,552,0.8241283418424509,454,0.020016406,9,0.8123476058244705,0.8218736093225988,0.9801762114537445,0.6544117647058822
Jiaxing,China,Molding lines,Icons,4,0.9828871479195915,12,510,14,1.021348687813934,2024-09-15,16,3.0410943,12.958905696868896,0.023529411764705882,550,0.922214197015442,507,0.020289375,10,0.809931606054306,0.9205570318787212,0.980276134122288,0.7308823529411765
Jiaxing,China,Molding lines,Icons,5,0.9828871479195915,12,510,21,1.04057945589846,2024-09-22,16,3.0969267,12.90307331085205,0.023529411764705882,548,0.8122253611557121,445,0.020702997,9,0.8064420819282532,0.8114801786399132,0.9797752808988764,0.6411764705882353
Jiaxing,China,Molding lines,Icons,4,0.9828871479195915,12,510,28,1.0598102277082764,2024-09-29,16,3.1074069,12.892593145370483,0.023529411764705882,547,0.8581085148049424,469,0.020840298,9,0.8057870715856552,0.855940615919432,0.9808102345415778,0.676470588235294
Jiaxing,China,Molding lines,Icons,2,0.9828871479195915,12,510,35,1.0790409957928024,2024-10-06,16,3.048517,12.951483011245728,0.023529411764705882,550,0.9088598702447126,499,0.02053729,10,0.809467688202858,0.9065507371158509,0.9799599198396793,0.7191176470588234
Jiaxing,China,Molding lines,Icons,1,0.9828871479195915,12,510,42,1.0982717638773285,2024-10-13,16,2.9582005,13.041799545288086,0.023529411764705882,554,0.941182804242562,521,0.020043954,10,0.8151124715805054,0.9399641120723093,0.980806142034549,0.7514705882352941
Jiaxing,China,Molding lines,Icons,4,0.9828871479195915,12,510,6,0.999370665283259,2024-09-07,16,2.9992785,13.000721454620361,0.023529411764705882,552,0.9764015335011434,538,0.019995203,10,0.8125450909137726,0.9737016190676796,0.9814126394052045,0.7764705882352941
Jiaxing,China,Molding lines,Icons,7,0.9828871479195915,12,510,13,1.0186014352304302,2024-09-14,16,3.033359,12.966640949249268,0.023529411764705882,551,0.8887434588997213,489,0.020234061,9,0.8104150593280792,0.887344871966038,0.9815950920245399,0.7058823529411765
Jiaxing,China,Molding lines,Icons,4,0.9828871479195915,12,510,20,1.0378322033149563,2024-09-21,16,3.090311,12.909688949584961,0.023529411764705882,548,0.8103523009578347,444,0.020651337,9,0.8068555593490601,0.8092417148335149,0.9797297297297297,0.6397058823529411
Jiaxing,China,Molding lines,Icons,2,0.9828871479195915,12,510,27,1.0570629751247727,2024-09-28,16,3.1104,12.889600038528442,0.023529411764705882,547,0.9247590116289705,505,0.020849148,10,0.8056000024080276,0.921855829944979,0.9801980198019802,0.7279411764705882
Jiaxing,China,Molding lines,Icons,2,0.9828871479195915,12,510,34,1.0762937432092987,2024-10-05,16,3.0601223,12.93987774848938,0.023529411764705882,549,0.8373385820510558,459,0.020600667,9,0.8087423592805862,0.8346292144267599,0.9803921568627451,0.6617647058823529
Jiaxing,China,Molding lines,Icons,1,0.9828871479195915,12,510,41,1.0955245112938248,2024-10-12,16,2.9712522,13.028747797012329,0.023529411764705882,553,0.8926395965509446,493,0.02011425,9,0.8142967373132706,0.8903388246305635,0.9817444219066938,0.711764705882353
Jiaxing,China,Molding lines,Icons,4,0.9828871479195915,12,510,50,1.1202497919959389,2024-10-21,16,2.875874,13.124125957489014,0.023529411764705882,557,0.9973096559406858,555,0.019645963,10,0.8202578723430634,0.995024245554426,0.9819819819819819,0.801470588235294
Jiaxing,China,Molding lines,Icons,6,0.9828871479195915,12,510,57,1.139480560080465,2024-10-28,16,2.8756945,13.124305486679077,0.023529411764705882,557,0.8748056497960843,487,0.019813752,9,0.8202690929174423,0.8730994216068999,0.9815195071868583,0.7029411764705883
Jiaxing,China,Molding lines,Icons,4,0.9828871479195915,12,510,64,1.158711328164991,2024-11-04,16,2.9076304,13.092369556427002,0.023529411764705882,556,0.8498084352769707,472,0.020233655,9,0.8182730972766876,0.8482713770853905,0.9809322033898306,0.6808823529411765
Jiaxing,China,Molding lines,Icons,5,0.9828871479195915,12,510,71,1.177942096249517,2024-11-11,16,2.8994029,13.100597143173218,0.023529411764705882,556,0.9204449599976094,511,0.020406237,10,0.8187873214483261,0.9177848368560988,0.9804305283757339,0.736764705882353
Jiaxing,China,Molding lines,Icons,9,0.9828871479195915,12,510,78,1.1971728643340431,2024-11-18,16,2.816318,13.183681964874268,0.023529411764705882,560,0.9622121509099968,538,0.020076303,10,0.8239801228046417,0.960188782097376,0.9814126394052045,0.7764705882352941
Jiaxing,China,Molding lines,Icons,1,0.9828871479195915,12,510,85,1.2164036324185692,2024-11-25,16,2.6769197,13.32308030128479,0.023529411764705882,566,0.9686203822490911,548,0.019356959,10,0.8326925188302994,0.9678030422000384,0.9817518248175182,0.7911764705882353
Jiaxing,China,Molding lines,Icons,8,0.9828871479195915,12,510,49,1.1175025394124352,2024-10-20,16,2.8817432,13.11825680732727,0.023529411764705882,557,0.8928225867503233,497,0.01966412,9,0.8198910504579544,0.8914383838351916,0.9818913480885312,0.7176470588235294
Jiaxing,China,Molding lines,Icons,0,0.9828871479195915,12,510,56,1.1367333074969612,2024-10-27,16,2.872147,13.12785291671753,0.023529411764705882,557,0.8754141568249223,487,0.019763477,9,0.8204908072948456,0.8728634912430839,0.9815195071868583,0.7029411764705883
Jiaxing,China,Molding lines,Icons,5,0.9828871479195915,12,510,63,1.1559640755814873,2024-11-03,16,2.9039323,13.096067667007446,0.023529411764705882,556,0.8444729272659693,469,0.020177573,9,0.8185042291879654,0.8426418065514402,0.9808102345415778,0.676470588235294
Jiaxing,China,Molding lines,Icons,3,0.9828871479195915,12,510,70,1.1751948436660133,2024-11-10,16,2.9051695,13.094830513000488,0.023529411764705882,556,0.9426996253253753,524,0.02041198,10,0.8184269070625305,0.941548021752958,0.9809160305343512,0.7558823529411766
Jiaxing,China,Molding lines,Icons,8,0.9828871479195915,12,510,77,1.1944256117505394,2024-11-17,16,2.8317213,13.168278694152832,0.023529411764705882,559,0.8772421767277891,490,0.020147476,9,0.823017418384552,0.8755443313806335,0.9816326530612245,0.7073529411764706
Jiaxing,China,Molding lines,Icons,9,0.9828871479195915,12,510,84,1.2136563798350655,2024-11-24,16,2.703004,13.296996116638184,0.023529411764705882,565,0.929541212439885,525,0.019503918,10,0.8310622572898865,0.9290023903228547,0.9809523809523809,0.7573529411764706
Jiaxing,China,Molding lines,Icons,9,0.9828871479195915,12,510,48,1.1147552868289314,2024-10-19,16,2.8891907,13.110809326171875,0.023529411764705882,557,0.8596001112881063,478,0.019693503,9,0.8194255828857422,0.8578462659111338,0.9811715481171548,0.6897058823529411
Jiaxing,China,Molding lines,Icons,6,0.9828871479195915,12,510,55,1.1339860549134575,2024-10-26,16,2.8695197,13.130480289459229,0.023529411764705882,558,0.8034224357176949,448,0.019720169,8,0.8206550180912018,0.8028020482274657,0.9821428571428571,0.6470588235294117
Jiaxing,China,Molding lines,Icons,0,0.9828871479195915,12,510,62,1.1532168229979836,2024-11-02,16,2.899562,13.100438117980957,0.023529411764705882,556,0.9876434854723852,549,0.020117525,11,0.8187773823738098,0.9860469506812495,0.9799635701275046,0.7911764705882354
Jiaxing,China,Molding lines,Icons,1,0.9828871479195915,12,510,69,1.1724475910825096,2024-11-09,16,2.909257,13.090743064880371,0.023529411764705882,556,0.9470214409041908,526,0.020406464,10,0.8181714415550232,0.9454368271453348,0.9809885931558935,0.7588235294117647
Jiaxing,China,Molding lines,Icons,1,0.9828871479195915,12,510,76,1.1916783591670357,2024-11-16,16,2.8463278,13.153672218322754,0.023529411764705882,559,0.9446951428091723,528,0.020213265,10,0.8221045136451721,0.9444913333372428,0.9810606060606061,0.761764705882353
Jiaxing,China,Molding lines,Icons,4,0.9828871479195915,12,510,83,1.2109091272515617,2024-11-23,16,2.7267299,13.27327013015747,0.023529411764705882,564,0.8281496988928853,467,0.019633805,9,0.8295793831348419,0.8278468822202208,0.9807280513918629,0.6735294117647058
Jiaxing,China,Molding lines,Icons,6,0.9828871479195915,12,510,90,1.2301398953360878,2024-11-30,16,2.5238864,13.476113557815552,0.023529411764705882,572,0.9460244519905309,541,0.018455006,9,0.842257097363472,0.9445907167592383,0.9833641404805915,0.7823529411764706
Jiaxing,China,Molding lines,Icons,9,0.9828871479195915,12,510,47,1.1120080342454277,2024-10-18,16,2.8981369,13.101863145828247,0.023529411764705882,556,0.8720024512615976,484,0.019733535,9,0.8188664466142654,0.869207315582728,0.981404958677686,0.698529411764706
Jiaxing,China,Molding lines,Icons,3,0.9828871479195915,12,510,54,1.1312388023299538,2024-10-25,16,2.8680015,13.131998538970947,0.023529411764705882,558,0.9841911042102767,549,0.01968509,10,0.8207499086856842,0.9836771623518461,0.9817850637522769,0.7926470588235295
Jiaxing,China,Molding lines,Icons,2,0.9828871479195915,12,510,61,1.1504695704144798,2024-11-01,16,2.8947444,13.105255603790283,0.023529411764705882,556,0.9493518539666068,527,0.020055078,10,0.8190784752368927,0.9461852843536825,0.9810246679316889,0.7602941176470589
Jiaxing,China,Molding lines,Icons,3,0.9828871479195915,12,510,68,1.169700338499006,2024-11-08,16,2.9117208,13.088279247283936,0.023529411764705882,556,0.8093232456755437,449,0.020390138,9,0.818017452955246,0.807188300520507,0.9799554565701559,0.6470588235294118
Jiaxing,China,Molding lines,Icons,8,0.9828871479195915,12,510,75,1.188931106583532,2024-11-15,16,2.8598526,13.14014744758606,0.023529411764705882,558,0.8452811254221677,471,0.02027168,9,0.8212592154741287,0.8433963915079491,0.9808917197452229,0.6794117647058824
Jiaxing,China,Molding lines,Icons,9,0.9828871479195915,12,510,82,1.208161874668058,2024-11-22,16,2.748037,13.251962900161743,0.023529411764705882,563,0.9009062879727975,507,0.019746304,10,0.828247681260109,0.9001996047363128,0.980276134122288,0.7308823529411765
Jiaxing,China,Molding lines,Icons,0,0.9828871479195915,12,510,89,1.227392642752584,2024-11-29,16,2.5557847,13.444215297698975,0.023529411764705882,571,0.8239309721770035,470,0.018645408,8,0.8402634561061859,0.8225711419025342,0.9829787234042553,0.6794117647058823
Jiaxing,China,Molding lines,Icons,6,0.9828871479195915,12,510,46,1.109260781661924,2024-10-17,16,2.9084442,13.091555833816528,0.023529411764705882,556,0.9808530819491142,545,0.019783247,10,0.818222239613533,0.9795267708854368,0.981651376146789,0.786764705882353
Jiaxing,China,Molding lines,Icons,6,0.9828871479195915,12,510,53,1.12849154974645,2024-10-24,16,2.8677576,13.132242441177368,0.023529411764705882,558,0.8437849659752107,470,0.019659346,9,0.8207651525735855,0.8421123489721599,0.9808510638297873,0.6779411764705883
Jiaxing,China,Molding lines,Icons,2,0.9828871479195915,12,510,60,1.1477223178309761,2024-10-31,16,2.8897128,13.110287189483643,0.023529411764705882,557,0.9632716508063554,536,0.019991852,10,0.8193929493427277,0.961974709142819,0.9813432835820896,0.7735294117647059
Jiaxing,China,Molding lines,Icons,7,0.9828871479195915,12,510,67,1.1669530859155022,2024-11-07,16,2.912653,13.087347030639648,0.023529411764705882,556,0.9935870930208769,552,0.020363694,11,0.817959189414978,0.9924269039179626,0.980072463768116,0.7955882352941177
Jiaxing,China,Molding lines,Icons,9,0.9828871479195915,12,510,74,1.1861838540000282,2024-11-14,16,2.872069,13.127931118011475,0.023529411764705882,557,0.8499431854052422,473,0.02032116,9,0.8204956948757172,0.8477658562236337,0.9809725158562368,0.6823529411764706
Jiaxing,China,Molding lines,Icons,2,0.9828871479195915,12,510,81,1.2054146220845543,2024-11-21,16,2.7670882,13.232911825180054,0.023529411764705882,562,0.8877334895166941,498,0.019842697,9,0.8270569890737534,0.8854927179766116,0.9819277108433735,0.7191176470588235
Jiaxing,China,Molding lines,Icons,9,0.9828871479195915,12,510,88,1.2246453901690804,2024-11-28,16,2.5876231,13.412376880645752,0.023529411764705882,570,0.9085060967478814,517,0.01883502,9,0.8382735550403595,0.9069761452876247,0.9825918762088974,0.7470588235294117
Jiaxing,China,Molding lines,Icons,8,0.9828871479195915,12,510,45,1.1065135216278397,2024-10-16,16,2.919911,13.080089092254639,0.023529411764705882,555,0.9825907112828953,545,0.01984124,10,0.8175055682659149,0.9803854791293545,0.981651376146789,0.786764705882353
Jiaxing,China,Molding lines,Icons,6,0.9828871479195915,12,510,52,1.1257442971629463,2024-10-23,16,2.8689256,13.13107442855835,0.023529411764705882,558,0.8066107985698759,450,0.019643838,8,0.8206921517848969,0.8063494995572972,0.9822222222222222,0.65
Jiaxing,China,Molding lines,Icons,1,0.9828871479195915,12,510,59,1.1449750652474724,2024-10-30,16,2.8847039,13.115296125411987,0.023529411764705882,557,0.8237306451782967,458,0.019929482,9,0.8197060078382492,0.8216719230117097,0.980349344978166,0.6602941176470588
Jiaxing,China,Molding lines,Icons,9,0.9828871479195915,12,510,66,1.1642058333319985,2024-11-06,16,2.912177,13.087822914123535,0.023529411764705882,556,0.9095431453735351,505,0.02032804,10,0.817988932132721,0.9078937741703245,0.9801980198019802,0.7279411764705882
Jiaxing,China,Molding lines,Icons,1,0.9828871479195915,12,510,73,1.1834366014165245,2024-11-13,16,2.8828044,13.11719560623169,0.023529411764705882,557,0.8357078205298705,465,0.020360548,9,0.8198247253894806,0.8341094239221625,0.9806451612903225,0.6705882352941176
Jiaxing,China,Molding lines,Icons,4,0.9828871479195915,12,510,80,1.2026673695010506,2024-11-20,16,2.7843144,13.215685606002808,0.023529411764705882,561,0.9491794262496129,532,0.019926177,10,0.8259803503751755,0.9471810568146222,0.981203007518797,0.7676470588235293
Jiaxing,China,Molding lines,Icons,5,0.9828871479195915,12,510,87,1.2218981375855766,2024-11-27,16,2.6187904,13.3812096118927,0.023529411764705882,568,0.9279204575931139,527,0.019019425,10,0.8363256007432938,0.926672577416272,0.9810246679316889,0.7602941176470589
Jiaxing,China,Molding lines,Icons,6,0.9828871479195915,12,510,51,1.1229970445794426,2024-10-22,16,2.871609,13.128391027450562,0.023529411764705882,557,0.8246007224512616,459,0.01963924,9,0.8205244392156601,0.8226446011105203,0.9803921568627451,0.6617647058823529
Jiaxing,China,Molding lines,Icons,5,0.9828871479195915,12,510,58,1.1422278126639687,2024-10-29,16,2.879954,13.120045900344849,0.023529411764705882,557,0.921065891426373,513,0.019869588,10,0.820002868771553,0.9200111285416199,0.9805068226120858,0.7397058823529412
Jiaxing,China,Molding lines,Icons,5,0.9828871479195915,12,510,65,1.1614585807484947,2024-11-05,16,2.9104443,13.089555740356445,0.023529411764705882,556,0.9661728298172205,537,0.020284275,10,0.8180972337722778,0.9652958716307802,0.9813780260707635,0.775
Jiaxing,China,Molding lines,Icons,1,0.9828871479195915,12,510,72,1.1806893488330208,2024-11-12,16,2.8919394,13.108060598373413,0.023529411764705882,557,0.8618462157038209,480,0.020389054,9,0.8192537873983383,0.8616162217361366,0.98125,0.6926470588235293
Jiaxing,China,Molding lines,Icons,9,0.9828871479195915,12,510,79,1.1999201169175469,2024-11-19,16,2.8004637,13.199536323547363,0.023529411764705882,560,0.9303892998065943,521,0.020002171,10,0.8249710202217102,0.9287313757789043,0.980806142034549,0.7514705882352941
Jiaxing,China,Molding lines,Icons,4,0.9828871479195915,12,510,86,1.219150885002073,2024-11-26,16,2.64872,13.351279973983765,0.023529411764705882,567,0.8978204974350315,509,0.019194566,9,0.8344549983739853,0.8970278963194976,0.9823182711198428,0.7352941176470589
Jiaxing,China,Molding lines,Icons,0,0.9828871479195915,12,510,96,1.2466234257382713,2024-12-06,16,2.364855,13.63514494895935,0.023529411764705882,579,0.9798271061851693,567,0.017544188,9,0.8521965593099594,0.9784403847944755,0.9841269841269841,0.8205882352941176
Jiaxing,China,Molding lines,Icons,7,0.9828871479195915,12,510,103,1.2658541789216362,2024-12-13,16,2.3313968,13.66860318183899,0.023529411764705882,580,0.994257945805513,576,0.017618,10,0.8542876988649368,0.9915381254521985,0.9826388888888888,0.8323529411764705
Jiaxing,China,Molding lines,Icons,3,0.9828871479195915,12,510,110,1.2850849619073235,2024-12-20,16,2.4450617,13.554938316345215,0.023529411764705882,576,0.9260518766894394,533,0.018854339,10,0.8471836447715759,0.9252108846165286,0.9812382739212008,0.7691176470588236
Jiaxing,China,Molding lines,Icons,7,0.9828871479195915,12,510,117,1.3043157150906883,2024-12-27,16,2.577332,13.422667980194092,0.023529411764705882,570,0.8980644154289097,511,0.020318272,10,0.8389167487621307,0.8957630054998087,0.9804305283757339,0.736764705882353
Jiaxing,China,Molding lines,Icons,7,0.9828871479195915,12,510,124,1.3235464980763756,2025-01-03,16,2.629576,13.370424032211304,0.023529411764705882,568,0.9073943947664557,515,0.021235472,10,0.8356515020132065,0.9063023752747368,0.9805825242718447,0.7426470588235294
Jiaxing,China,Molding lines,Icons,9,0.9828871479195915,12,510,131,1.3427772512597405,2025-01-10,16,2.5198267,13.480173349380493,0.023529411764705882,572,0.9725991027609121,556,0.020889593,11,0.8425108343362808,0.9704884797922643,0.9802158273381295,0.8014705882352942
Jiaxing,China,Molding lines,Icons,9,0.9828871479195915,12,510,95,1.2438761582536064,2024-12-05,16,2.3848293,13.61517071723938,0.023529411764705882,578,0.8360896235509967,483,0.017648263,8,0.8509481698274612,0.8347090255697694,0.9834368530020704,0.698529411764706
Jiaxing,China,Molding lines,Icons,7,0.9828871479195915,12,510,102,1.2631069412392937,2024-12-12,16,2.324779,13.675220966339111,0.023529411764705882,581,0.9133854417376552,530,0.017519891,9,0.8547013103961945,0.9119112785080301,0.9830188679245283,0.7661764705882353
Jiaxing,China,Molding lines,Icons,2,0.9828871479195915,12,510,109,1.2823376944226585,2024-12-19,16,2.424835,13.575165033340454,0.023529411764705882,576,0.997795952864306,574,0.018642345,10,0.8484478145837784,0.9948963655153275,0.9825783972125436,0.8294117647058824
Jiaxing,China,Molding lines,Icons,8,0.9828871479195915,12,510,116,1.3015684774083458,2024-12-26,16,2.5601685,13.439831495285034,0.023529411764705882,571,0.8843881813518584,504,0.02011697,10,0.8399894684553146,0.882364003862108,0.9801587301587301,0.7264705882352941
Jiaxing,China,Molding lines,Icons,4,0.9828871479195915,12,510,123,1.3207992305917107,2025-01-02,16,2.631906,13.368093967437744,0.023529411764705882,568,0.9812560999235657,557,0.0211786,11,0.835505872964859,0.9803852654585412,0.9802513464991023,0.8029411764705882
Jiaxing,China,Molding lines,Icons,8,0.9828871479195915,12,510,130,1.340030013577398,2025-01-09,16,2.5438976,13.45610237121582,0.023529411764705882,571,0.9341958889101184,533,0.02100747,11,0.8410063982009888,0.932006618604157,0.9793621013133208,0.7676470588235293
